time,value
0.005050505050505051,0.35284508576099904
0.015151515151515152,0.13032035574923118
0.025252525252525256,0.0788184045739605
0.03535353535353536,0.050730556311852526
0.045454545454545456,0.03761684363374396
0.05555555555555556,0.029812142662689722
0.06565656565656566,0.024230873945017217
0.07575757575757577,0.021190670659780975
0.08585858585858586,0.018422724385162903
0.09595959595959597,0.01588165895272664
0.10606060606060608,0.014338869225890338
0.11616161616161616,0.011616299119708628
0.12626262626262627,0.009801252382254155
0.13636363636363638,0.00893910518196328
0.14646464646464646,0.007759324802617873
0.15656565656565657,0.006851801433890636
0.16666666666666669,0.0065341682548361035
0.1767676767676768,0.005762773391417952
0.18686868686868688,0.005581268717672505
0.196969696969697,0.004809873854254354
0.20707070707070707,0.004265359833018012
0.21717171717171718,0.004356112169890736
0.2272727272727273,0.0049460023595634395
0.2373737373737374,0.003493964969599861
0.2474747474747475,0.0038569743170907556
0.25757575757575757,0.0035847173064725846
0.26767676767676774,0.002949450948363519
0.2777777777777778,0.0031309556221089663
0.2878787878787879,0.002631817769308986
0.297979797979798,0.003176331790545328
0.30808080808080807,0.00272257010618171
0.31818181818181823,0.002631817769308986
0.3282828282828283,0.002450313095563539
0.33838383838383845,0.002949450948363519
0.3484848484848485,0.002132679916509006
0.3585858585858586,0.0024956892639999007
0.36868686868686873,0.002132679916509006
0.3787878787878788,0.002404936927127177
0.38888888888888895,0.0014974135583999404
0.398989898989899,0.0022234322533817297
0.40909090909090917,0.001361285053090855
0.4191919191919192,0.0015427897268363022
0.4292929292929293,0.002178056084945368
0.43939393939393945,0.002087303748072644
0.4494949494949495,0.0018150467374544732
0.45959595959595967,0.0014520373899635786
0.4696969696969697,0.0017696705690181114
0.47979797979797983,0.0016335420637090259
0.48989898989898994,0.002087303748072644
0.5,0.0014066612215272167
0.5101010101010102,0.002132679916509006
0.5202020202020203,0.0014520373899635786
0.5303030303030303,0.0014066612215272167
0.5404040404040404,0.0011344042109090458
0.5505050505050506,0.0009075233687272366
0.5606060606060607,0.002087303748072644
0.5707070707070707,0.001588165895272664
0.5808080808080809,0.001315908884654493
0.5909090909090909,0.0014066612215272167
0.601010101010101,0.0011344042109090458
0.6111111111111112,0.0014066612215272167
0.6212121212121213,0.0011797803793454076
0.6313131313131314,0.0012251565477817694
0.6414141414141414,0.0017696705690181114
0.6515151515151516,0.001315908884654493
0.6616161616161617,0.0012705327162181312
0.6717171717171717,0.0011344042109090458
0.6818181818181819,0.001315908884654493
0.691919191919192,0.001361285053090855
0.7020202020202021,0.001315908884654493
0.7121212121212122,0.0012705327162181312
0.7222222222222223,0.001089028042472684
0.7323232323232324,0.0011344042109090458
0.7424242424242424,0.0011797803793454076
0.7525252525252526,0.001361285053090855
0.7626262626262628,0.0011797803793454076
0.7727272727272727,0.001089028042472684
0.7828282828282829,0.0009528995371635984
0.792929292929293,0.001588165895272664
0.8030303030303031,0.001089028042472684
0.8131313131313131,0.0006352663581090656
0.8232323232323233,0.0015427897268363022
0.8333333333333335,0.0014974135583999404
0.8434343434343434,0.0014066612215272167
0.8535353535353536,0.001043651874036322
0.8636363636363638,0.0009982757055999603
0.8737373737373738,0.0017242944005817495
0.8838383838383839,0.0014066612215272167
0.893939393939394,0.001361285053090855
0.9040404040404042,0.0014066612215272167
0.9141414141414141,0.0009528995371635984
0.9242424242424243,0.001089028042472684
0.9343434343434345,0.0019965514111999205
0.9444444444444445,0.002450313095563539
0.9545454545454546,0.002087303748072644
0.9646464646464648,0.002949450948363519
0.9747474747474748,0.0032670841274180518
0.9848484848484849,0.0033578364642907754
0.994949494949495,0.009801252382254155
